rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,date,year,month,week
52,spotify:track:37BZB0z9T8Xu7U3e65qxFy,"The Weeknd, Ariana Grande",Save Your Tears (with Ariana Grande) (Remix),Republic Records,19,48,19,1249403,2021-09-02,2021,09,1
53,spotify:track:3JR0ducCexKbeK47g6AHm5,"BTS, Megan Thee Stallion",Butter - Megan Thee Stallion Remix,BIGHIT MUSIC,53,-1,1,1246004,2021-09-02,2021,09,1
54,spotify:track:3DarAbFujv6eYNliUTyqtz,"Doja Cat, SZA",Kiss Me More (feat. SZA),Kemosabe Records/RCA Records,19,36,20,1233492,2021-09-02,2021,09,1
55,spotify:track:0fea68AdmYNygeTGI4RC18,"J Balvin, Bad Bunny",LA CANCIÓN,Universal Music Latino / Rimas,1,59,114,1230301,2021-09-02,2021,09,1
56,spotify:track:0aZnyTWJNgdzYoOiaW8HKG,KAROL G,200 COPAS,UMLE - Latino,47,57,7,1217622,2021-09-02,2021,09,1
57,spotify:track:1xK1Gg9SxG8fy2Ya373oqb,"Myke Towers, Juhn",Bandido,White World Music,3,74,37,1214641,2021-09-02,2021,09,1
58,spotify:track:6UU24wuWgGwuSBAxDH866Z,"Kidd Keo, Yay",Ma Vie (feat. Yay),WEA Latina,53,78,19,1211064,2021-09-02,2021,09,1
59,spotify:track:16ONd70tvWAaLIc6hcLzaG,Christian Nodal,Aquí Abajo,Universal Music Mexico,6,60,60,1210880,2021-09-02,2021,09,1
60,spotify:track:0EtuSDTRJYUwlPf4y6coIz,"Selena Gomez, Camilo",999 (with Camilo),Interscope Records,60,-1,1,1210421,2021-09-02,2021,09,1
61,spotify:track:5u7twkeask1VIyDeNTElSU,Sech,Sal y Perrea,Rich Music,21,49,17,1207981,2021-09-02,2021,09,1
62,spotify:track:1WvrDdouh6C51In1SdATbq,KAROL G,BICHOTA,UMLE - Latino,2,56,45,1189311,2021-09-02,2021,09,1
63,spotify:track:3Vi5XqYrmQgOYBajMWSvCi,Doja Cat,Need to Know,Kemosabe Records/RCA Records,63,91,4,1184307,2021-09-02,2021,09,1
64,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,2,61,92,1178765,2021-09-02,2021,09,1
65,spotify:track:6tDDoYIxWvMLTdKpjFkc1B,Kali Uchis,telepatía,EMI / Interscope,1,53,29,1175415,2021-09-02,2021,09,1
66,spotify:track:43qcs9NpJhDxtG91zxFkj7,"Wisin, Jhay Cortez, Anuel AA, Los Legendarios, Myke Towers",Fiel - Remix,La Base Music Group/ WK Records,10,39,11,1169190,2021-09-02,2021,09,1
67,spotify:track:3elpkpwYlmUbuvmVps08lJ,"Santa Fe Klan, Nanpa Básico",Te Ire A Buscar,Rap Trap Records / Alzada Corp,67,73,23,1161330,2021-09-02,2021,09,1
68,spotify:track:2f0Ft2XdvNSMSY5TUlZgEz,Pablo Alborán,Saturno,WM Spain,24,63,41,1159129,2021-09-02,2021,09,1
69,spotify:track:6b2HYgqcK9mvktt4GxAu72,"Justin Quiles, Chimbala, Zion & Lennox",Loco,WEA Latina,53,65,9,1148598,2021-09-02,2021,09,1
70,spotify:track:4ZtFanR9U6ndgddUvNcjcG,Olivia Rodrigo,good 4 u,Olivia Rodrigo PS,14,62,16,1144967,2021-09-02,2021,09,1
71,spotify:track:75ncCwXqalTnnl6t1ruQRq,Bruses,Dueles Tan Bien,Honey,71,114,3,1143770,2021-09-02,2021,09,1
72,spotify:track:2dNhNlpZAtV4lwAFW45LIv,"Nio Garcia, Flow La Movie",AM,"Flow La Movie, Inc.",3,58,23,1138359,2021-09-02,2021,09,1
73,spotify:track:4nbWX2HzrOEnX4xxvYRCyU,"El Fantasma, Los Dos Carnales",Cabrón y Vago - En Vivo,Afinarte Music,17,72,56,1137880,2021-09-02,2021,09,1
74,spotify:track:5jzEwSyyymBlf1fa1o39T2,"Mora, Jhay Cortez",512,Rimas Entertainment LLC,18,69,18,1134322,2021-09-02,2021,09,1
75,spotify:track:50pkO56KXHoH53sVPRSbZ3,El Fantasma,El Bélico,Afinarte Music,67,67,8,1133791,2021-09-02,2021,09,1
76,spotify:track:2bgTY4UwhfBYhGT4HUYStN,BTS,Butter,BIGHIT MUSIC,6,85,15,1132160,2021-09-02,2021,09,1
77,spotify:track:6mm3K0yWp6uzfOMuipM9Zh,Piso 21,Tan Bonita,WM Mexico,31,75,22,1128672,2021-09-02,2021,09,1
78,spotify:track:59L8x0xy8njj75vzVCPMqg,"Becky G, El Alfa",Fulanito,Kemosabe Records/RCA Records,53,71,9,1093169,2021-09-02,2021,09,1
79,spotify:track:06IceO7e9isF3nX3y7dOTe,"Lupillo Rivera, Aleman, Santa Fe Klan, Snoop Dogg, B-Real",Grandes Ligas,Prajin Parlay / Z Records,20,70,16,1081448,2021-09-02,2021,09,1
80,spotify:track:0tKl8ZVM6xJkhznvJAS3Nq,Junior H,Ella,Rancho Humilde,43,76,85,1077602,2021-09-02,2021,09,1
81,spotify:track:6ifUES3keWjwXgae8pXI3o,Danny Ocean,Me Rehúso,Atlantic Records,1,81,240,1075186,2021-09-02,2021,09,1
82,spotify:track:4r9jkMEnArtWGH2rL2FZl0,Bad Bunny,A Tu Merced,Rimas Entertainment LLC,18,80,79,1058168,2021-09-02,2021,09,1
83,spotify:track:3p2KYoBgxUaaoJzXUToM8a,Cartel De Santa,Todas Mueren por Mí,Ariola,83,86,13,1057990,2021-09-02,2021,09,1
84,spotify:track:3T0DeQvOtdqd7Yo3t2Ig3N,La Santa Grifa,Amnesia,Vende Music,68,68,6,1052331,2021-09-02,2021,09,1
85,spotify:track:26xQbFpVg8JCT5NKQFJXg8,"Fuerza Regida, Calle 24",Que Esta Pasando,Rancho Humilde - Lumbre Music - Streetmob Records,40,79,18,1039292,2021-09-02,2021,09,1
86,spotify:track:6o4Gciys1ZIOQ2kDGnvKdm,Sech,PSL,Rich Music,47,66,6,1037568,2021-09-02,2021,09,1
87,spotify:track:1nLs8r6K4YN0avBwUmmTnr,Carin Leon,Tú,Tamarindo Rekordsz,14,88,66,1018159,2021-09-02,2021,09,1
88,spotify:track:6VuUMo1TusnqBxLTnr3hOI,León Larregui,Brillas,EMI México,43,82,245,1009390,2021-09-02,2021,09,1
89,spotify:track:1uKjQoh8JZj9ryuYRhpd7E,Luis Miguel,Ahora Te Puedes Marchar,WM Mexico,21,83,245,993580,2021-09-02,2021,09,1
90,spotify:track:6sRaqq9SYsSTPvrWkL1sRy,Mi Banda El Mexicano,Ramito De Violetas,Craft Recordings,40,93,81,982782,2021-09-02,2021,09,1
91,spotify:track:4DHDIdeayp8xvlyg22wREO,"Natti Natasha, Becky G",Ram Pam Pam,Sony Music Latin,26,64,17,969849,2021-09-02,2021,09,1
92,spotify:track:0z5yLgBmAtaylDYrgwzlpH,Leo Rizzi,Amapolas,WM Spain,92,100,4,967857,2021-09-02,2021,09,1
93,spotify:track:5MyEACD2kRFeh231Z6FkdE,Cartel De Santa,Bombos y Tarolas,RCA Records Label,93,96,9,967798,2021-09-02,2021,09,1
94,spotify:track:3NqBxTOMCJ3zW9CIP51td4,"Eslabon Armado, DannyLux",Jugaste y Sufrí,DEL Records,94,138,2,965452,2021-09-02,2021,09,1
95,spotify:track:1qfoq1qvZT7VwDVeekCJ97,Christian Nodal,De Los Besos Que Te Di,Universal Music Mexico,17,84,125,961703,2021-09-02,2021,09,1
96,spotify:track:4R8BJggjosTswLxtkw8V7P,"Jhay Cortez, J Balvin, Bad Bunny",No Me Conoce - Remix,N&E Entertainment LLC,3,97,120,959056,2021-09-02,2021,09,1
97,spotify:track:0giiXonRhODYy4J1iy4Lb3,Rauw Alejandro,Sexo Virtual,Sony Music Latin/Duars Entertainment,92,135,10,956726,2021-09-02,2021,09,1
98,spotify:track:5RubKOuDoPn5Kj5TLVxSxY,Bad Bunny,TE MUDASTE,Rimas Entertainment LLC,4,90,40,956600,2021-09-02,2021,09,1
99,spotify:track:0IqCoZ168iRc9LqfrYgpZy,"Camilo, Shawn Mendes",KESI - Remix,Sony Music Latin,76,89,7,954859,2021-09-02,2021,09,1
100,spotify:track:4pt5fDVTg5GhEvEtlz9dKk,Måneskin,I WANNA BE YOUR SLAVE,RCA Records Label,64,95,10,951092,2021-09-02,2021,09,1
101,spotify:track:3p6eieHX6oEOzJStPtEsLu,Calibre 50,Si Te Pudiera Mentir,Calibre,76,116,58,945155,2021-09-02,2021,09,1
102,spotify:track:67BtfxlNbhBmCDR2L2l8qd,Lil Nas X,MONTERO (Call Me By Your Name),Columbia,15,87,23,942110,2021-09-02,2021,09,1
103,spotify:track:6GPBXtnSepHovJi1uD1Ggj,"Justin Quiles, Maluma",La Botella,WEA Latina,77,77,2,917022,2021-09-02,2021,09,1
104,spotify:track:4CLkDJ4xLqkV4Vt2vPOny1,El Fantasma,Palabra de Hombre,Afinarte Music,49,99,78,901466,2021-09-02,2021,09,1
105,spotify:track:2LJRoFOtMGLnSxJqlJuhge,Gerardo Ortiz,Tranquilito,Sony Music Latin,105,129,2,900030,2021-09-02,2021,09,1
106,spotify:track:5eXBXreN3d1zdj6Sa8dS0u,BTS,Permission to Dance,BIGHIT MUSIC,12,149,8,893021,2021-09-02,2021,09,1
107,spotify:track:35wvL50xvKpCHEJPxLOLPI,Bad Bunny,Si Estuviésemos Juntos,Rimas Entertainment LLC,52,105,120,891436,2021-09-02,2021,09,1
108,spotify:track:3D3W7rDsuJIAtjInwh6Moc,"Luis Angel ""El Flaco"", Grupo Firme",Hasta la Miel Amarga (feat. Grupo Firme),LAR Music,92,104,37,887421,2021-09-02,2021,09,1
109,spotify:track:3fBJNawfhtgCmo58trRK2z,Banda MS de Sergio Lizárraga,Cerrando Ciclos,Lizos Music,100,127,40,883689,2021-09-02,2021,09,1
110,spotify:track:2TH65lNHgvLxCKXM3apjxI,"Bad Bunny, Tainy",Callaita,Rimas Entertainment LLC,1,109,118,879816,2021-09-02,2021,09,1
111,spotify:track:5CZ40GBx1sQ9agT82CLQCT,Olivia Rodrigo,traitor,Olivia Rodrigo PS,83,112,15,878317,2021-09-02,2021,09,1
112,spotify:track:0EhpEsp4L0oRGM0vmeaN5e,"J Balvin, Dua Lipa, Bad Bunny, Tainy",UN DIA (ONE DAY) (Feat. Tainy),Universal Music Latino/ NEON16,4,108,58,875180,2021-09-02,2021,09,1
113,spotify:track:4loQgPwJHocL3dFwLfjb1J,"Rauw Alejandro, Anuel AA",Reloj,Sony Music Latin/Duars Entertainment,5,101,45,875039,2021-09-02,2021,09,1
114,spotify:track:2n7ohqg1s68ToAHh4u9mcW,Bad Bunny,Vete,Rimas Entertainment LLC,1,107,93,874751,2021-09-02,2021,09,1
115,spotify:track:0pRgURvgp75RPKjTGQodau,"Ghetto Kids, Kenia OS, Malo",Toketeo,Sony Music México,84,103,6,873012,2021-09-02,2021,09,1
116,spotify:track:2MeEuwplwbbjZ7hxRI6viw,"Grupo Firme, Marca MP",El Güero (Feat. Marca MP),Music VIP Entertainment Inc,47,115,89,869583,2021-09-02,2021,09,1
117,spotify:track:4cV6ld7uIs906zOwNscoBM,"Los Plebes del Rancho de Ariel Camacho, Christian Nodal",2 Veces,Universal Music Mexico,39,122,26,867656,2021-09-02,2021,09,1
118,spotify:track:3lR4O0vtkhCAvVEUEWUL0S,"Piso 21, Christian Nodal",Pa' Olvidarme De Ella,WM Mexico,6,110,104,857635,2021-09-02,2021,09,1
119,spotify:track:2QwMXe5zbqymDZGYsMDVqZ,Carin Leon,Me La Avente,Tamarindo Rekordsz,27,128,117,856157,2021-09-02,2021,09,1
120,spotify:track:5NCBP3ivrIDcHEtzHSW3k0,Natanael Cano,El Drip,Rancho Humilde,84,102,32,852466,2021-09-02,2021,09,1
121,spotify:track:6vPAmoERUMRoTZaCCSWQ12,Luis Miguel,Hasta Que Me Olvides,WEA Latina,11,124,90,851250,2021-09-02,2021,09,1
122,spotify:track:69vlMrzHwATKzupwNcUPyK,"Bad Bunny, Daddy Yankee",La Santa,Rimas Entertainment LLC,5,120,79,842390,2021-09-02,2021,09,1
123,spotify:track:3PfIrDoz19wz7qK7tYeu62,Dua Lipa,Don't Start Now,Warner Records,8,113,96,840480,2021-09-02,2021,09,1
124,spotify:track:5nujrmhLynf4yMoMtj8AQF,"Dua Lipa, DaBaby",Levitating (feat. DaBaby),Warner Records,16,106,36,837428,2021-09-02,2021,09,1
125,spotify:track:41wtwzCZkXwpnakmwJ239F,Bad Bunny,Si Veo a Tu Mamá,Rimas Entertainment LLC,1,125,79,837151,2021-09-02,2021,09,1
126,spotify:track:5wANPM4fQCJwkGd4rN57mH,Olivia Rodrigo,drivers license,Olivia Rodrigo PS,8,111,34,833764,2021-09-02,2021,09,1
127,spotify:track:2sUknbm8xdLQgH7wb8xcTX,"Lefty Sm, Santa Fe Klan",Por Mi México,Rap Trap Records / Alzada Corp,110,121,14,833655,2021-09-02,2021,09,1
128,spotify:track:6zSpb8dQRaw0M1dK8PBwQz,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,EMI,128,163,2,829867,2021-09-02,2021,09,1
129,spotify:track:3D5uEBD0cAEGZGUo5j9045,La Factoria,Todavia,"UMG Recordings, Inc.",106,119,83,828621,2021-09-02,2021,09,1
130,spotify:track:4jcxBTrNvyqMJdMDyyjdYV,"Christian Nodal, Ángela Aguilar",Dime Cómo Quieres,Universal Music Mexico,4,131,42,828432,2021-09-02,2021,09,1
131,spotify:track:3WQilym5Vi4ypxb70vx0eY,Junior H,Mente Positiva,Rancho Humilde / Z Records,84,133,69,825063,2021-09-02,2021,09,1
132,spotify:track:1l77YWrGUp3qX3NS1rz7lq,Banda MS de Sergio Lizárraga,El Color de Tus Ojos,Lizos Music,24,132,203,818534,2021-09-02,2021,09,1
133,spotify:track:4NUt1fcnO9aQAELBgXq3Kr,Alejandro Fernández,Me Dediqué a Perderte,Columbia,73,139,245,816378,2021-09-02,2021,09,1
134,spotify:track:5y7DaS3jAc9eZzcSOoUIwU,"Ozuna, J Balvin, Chencho Corleone",Una Locura,Aura Music Corp.,18,136,52,809714,2021-09-02,2021,09,1
135,spotify:track:5aJ1M43pinROpwaPnO8KRj,Natanael Cano,Amor Tumbado,Rancho Humilde,30,130,85,806529,2021-09-02,2021,09,1
136,spotify:track:53PoPAD389bBE4ePYuT95g,Los Dos Carnales,El Envidioso,Afinarte Music,52,140,64,806009,2021-09-02,2021,09,1
137,spotify:track:0gOwkN1piWLMINfj97SogV,"Pancho Barraza, Grupo Firme",Música Romántica,Pachy / RB Music,99,117,6,803103,2021-09-02,2021,09,1
138,spotify:track:4RVwu0g32PAqgUiJoXsdF8,Billie Eilish,Happier Than Ever,Darkroom/Interscope Records,66,123,5,802341,2021-09-02,2021,09,1
139,spotify:track:6HU7h9RYOaPRFeh0R3UeAr,Olivia Rodrigo,deja vu,Olivia Rodrigo PS,25,118,21,797866,2021-09-02,2021,09,1
140,spotify:track:5eBzDfTG7m8NUWf14YYQcU,"Aldo Trujillo, Polo Gonzalez",Tan Solo Morro,GodKing Records,140,143,2,787883,2021-09-02,2021,09,1
141,spotify:track:5hRFjooNvZWb9gdnXjrv2j,"Grupo Firme, Grupo Recluta",Hablando Claro (En Vivo),Music VIP Entertainment Inc,141,174,2,785019,2021-09-02,2021,09,1
142,spotify:track:2TzkIzgzIHhewMxyh1u4hh,Kevin Kaarl,Vámonos a Marte,Kevin Kaarl,87,141,39,782428,2021-09-02,2021,09,1
143,spotify:track:4iJyoBOLtHqaGxP12qzhQI,"Justin Bieber, Daniel Caesar, Giveon",Peaches (feat. Daniel Caesar & Giveon),RBMG/Def Jam,7,126,24,779188,2021-09-02,2021,09,1
144,spotify:track:2LXOSAYiSrTfIf8smheLaz,"MC Davo, Calibre 50",¿Quién Te Crees?,"Andaluz Music, LLC",58,165,24,777168,2021-09-02,2021,09,1
145,spotify:track:1Wrzhfa5bNlqvsnCztz190,Hombres G,Devuélveme a mi chica,WM Spain,72,147,210,769281,2021-09-02,2021,09,1
146,spotify:track:4ZplewvZRLFcfBa5uyBbhd,Cardenales De Nuevo León,Belleza De Cantina,Universal Music Mexico,87,158,104,761012,2021-09-02,2021,09,1
147,spotify:track:7paFC3FEu1WtPVP4Do6VZN,Christian Nodal,Se Me Olvidó,Universal Music Mexico,3,137,78,760488,2021-09-02,2021,09,1
148,spotify:track:7D93pJcwymzaZx8WgBo2zG,Rauw Alejandro,Algo Mágico,Sony Music Latin/Duars Entertainment,11,142,31,756853,2021-09-02,2021,09,1
149,spotify:track:4O2bxKTnK9En7OPw8kGDDF,Los Del Limit,Amor Fugaz,DEL Records,144,152,9,756524,2021-09-02,2021,09,1
150,spotify:track:6F9yAYUaNbUhdlQyt5uZ3b,Luis Miguel,La Incondicional,WEA Latina,26,148,178,755019,2021-09-02,2021,09,1
151,spotify:track:7MmrcXVA7A5zZ2CbDuGHNa,Rels B,A Mí,ILoveRibs! / MÉCÈN Ent.,68,151,132,746488,2021-09-02,2021,09,1
152,spotify:track:46DU5gYWY2vjE79mbhX4Wv,"Junior H, Natanael Cano",Disfruto Lo Malo,Jimmy Humilde Music,101,146,47,742268,2021-09-02,2021,09,1
153,spotify:track:5GkeaIeCEfB0LOqk7sIVHQ,Los Elegantes de Jerez,Tú,LE Music,134,153,44,741842,2021-09-02,2021,09,1
154,spotify:track:587p8shYuTXUhThG3t9x60,Los Tucanes De Tijuana,El Amor Soñado,Master Q Music,154,181,4,740459,2021-09-02,2021,09,1
155,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,5,145,36,736246,2021-09-02,2021,09,1
156,spotify:track:7MAibcTli4IisCtbHKrGMh,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,Aftermath Entertainment/Atlantic,19,92,26,736048,2021-09-02,2021,09,1
157,spotify:track:5HpXH64cSBNu26yhw3vK37,"Carin Leon, Conjunto Primavera",El Amor De Tu Vida,Tamarindo Rekordsz,82,175,52,735187,2021-09-02,2021,09,1
158,spotify:track:6Pur3hWy6Nzc27ilmsp5HA,Los Enanitos Verdes,Lamento Boliviano,EMI Latin,84,156,158,729563,2021-09-02,2021,09,1
159,spotify:track:70w1mwTod6NgCNV6e7ZlIQ,"Grupo Firme, Luis Alfonso Partida El Yaki",Cada Vez Te Extraño Más,Music VIP Entertainment Inc,70,157,92,729327,2021-09-02,2021,09,1
160,spotify:track:1iRvhKiXRElIH2Uf4gd95P,Jesse & Joy,Dueles,WM Mexico,43,161,51,728138,2021-09-02,2021,09,1
161,spotify:track:1qNUhmx3rGjiMRThz7Eruv,Cartel De Santa,Si Te Vienen a Contar,"Babilonia Music, S.A. De C.V.",115,171,84,727494,2021-09-02,2021,09,1
162,spotify:track:3K6noLeoPTQJ5jUErC8jT5,Calibre 50,Simplemente Gracias,Calibre,46,162,114,727199,2021-09-02,2021,09,1
163,spotify:track:00jpfco62YfQj1BBYCCuKH,Cartel De Santa,Leve,"Babilonia Music, S.A. De C.V.",25,166,166,726544,2021-09-02,2021,09,1
164,spotify:track:079Ey5uxL04AKPQgVQwx5h,"Selena Gomez, Rauw Alejandro",Baila Conmigo (with Rauw Alejandro),Selena Gomez Latin Project,7,159,31,724880,2021-09-02,2021,09,1
165,spotify:track:7hbk4BaF66O09R1gq0bKwj,Christian Nodal,No Te Contaron Mal,Universal Music Mexico,9,154,156,718656,2021-09-02,2021,09,1
166,spotify:track:5FcT2TuosRkokjn3xyncER,"Sofía Reyes, Pedro Capó",Casualidad,WEA Latina,144,144,3,712420,2021-09-02,2021,09,1
167,spotify:track:7d8TPVWQLeW5PKrAb76V3N,"Santa Fe Klan, Gera MX",Socios,Cuatro Siete Tres Music,94,94,2,710311,2021-09-02,2021,09,1
168,spotify:track:6WYB1odDfMPVMyp1QxFInT,Eslabon Armado,Con Tus Besos,Eslabon Armado,47,160,72,709045,2021-09-02,2021,09,1
169,spotify:track:3GSMdtJphymHEsR8K9jT5Q,León Larregui,Locos,Universal Music Mexico,56,177,188,707015,2021-09-02,2021,09,1
170,spotify:track:5Myb8S90Wg0yLec5kmrIGJ,"Los Ángeles Azules, Belinda, Lalo Ebratt, Horacio Palencia",Amor a Primera Vista,OCESA Seitrack,13,183,116,700017,2021-09-02,2021,09,1
171,spotify:track:63Zaf8Rci6eOUPqDQ4fUFx,"Camilo, Christian Nodal",La Mitad,Sony Music Latin,17,155,72,699496,2021-09-02,2021,09,1
172,spotify:track:0dKg2vGC1hFqcK5LGTaKzX,"KAROL G, Nicki Minaj",Tusa,UMLE - Latino,1,169,95,699460,2021-09-02,2021,09,1
173,spotify:track:63bmZnBN1CiJ9sA4qTEe8y,Christian Nodal,Adiós Amor,Universal Music Mexico,9,167,245,699270,2021-09-02,2021,09,1
174,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,Columbia,28,164,78,694103,2021-09-02,2021,09,1
175,spotify:track:2DEZmgHKAvm41k4J3R2E9Y,"Bad Bunny, Jowell & Randy, Ñengo Flow",Safaera,Rimas Entertainment LLC,1,172,79,692086,2021-09-02,2021,09,1
176,spotify:track:4xbMF8jx0msGGgrtJaAuXE,"Millonario & W. Corona, Cartel De Santa",Éxtasis,RCA Records Label,176,182,7,691127,2021-09-02,2021,09,1
177,spotify:track:4Yip3hds5IHyT7AqoNHfmX,"Maria Becerra, Becky G",Wow Wow (feat. Becky G),300 Entertainment,177,-1,1,690669,2021-09-02,2021,09,1
178,spotify:track:4nTduFjaTmGysc9WKNuCcs,Camilo,Vida de Rico,Sony Music Latin,5,179,50,690158,2021-09-02,2021,09,1
179,spotify:track:2tFwfmceQa1Y6nRPhYbEtC,"Jhay Cortez, Bad Bunny",CÓMO SE SIENTE - Remix,N&E Entertainment LLC,26,176,69,689572,2021-09-02,2021,09,1
180,spotify:track:21N4Buj4xsyLb218lYle61,"Sebastian Yatra, Guaynaa",Chica Ideal,UMLE - Latino,12,173,45,686726,2021-09-02,2021,09,1
181,spotify:track:35UUpTmrcFXNIVIN26ujXl,"Sech, Daddy Yankee, J Balvin, ROSALÍA, Farruko",Relación - Remix,Rich Music,2,178,52,685214,2021-09-02,2021,09,1
182,spotify:track:3dkEwOKhFselY2m22Nj2vi,"Grupo Firme, Banda Coloso",El Amor No Fue Pa´ Mí - En Vivo,Music VIP Entertainment,60,180,75,680720,2021-09-02,2021,09,1
183,spotify:track:26QApq0cuO9brJigr0C0W4,Bad Bunny,HACIENDO QUE ME AMAS,Rimas Entertainment LLC,5,186,40,674451,2021-09-02,2021,09,1
184,spotify:track:2UypFzxfaYgMUnQX2k4qtj,"Pepe Aguilar, Melissa Robles, Ángela Aguilar, La Marisoul",Prometiste,Pepe Aguilar,58,192,207,665389,2021-09-02,2021,09,1
185,spotify:track:2lCkncy6bIB0LTMT7kvrD1,J Balvin,Azul,UMLE - Latino,1,187,76,665028,2021-09-02,2021,09,1
186,spotify:track:4oonyJXO2PuTXq2KUOdFPH,Los Dorados,Bonita,LosDoradosTx,186,-1,1,663411,2021-09-02,2021,09,1
187,spotify:track:0cS0bJ0oBylj3TFtz6x9pC,"Morat, Danna Paola",Idiota,Universal Music Spain S.L.,51,170,13,661688,2021-09-02,2021,09,1
188,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,21,-1,53,657041,2021-09-02,2021,09,1
189,spotify:track:11EnQRgRMJwMAesfkB5pnu,"Lele Pons, Guaynaa",Se Te Nota (with Guaynaa),Shots Studios & Music/10:22pm/Interscope Records,2,193,52,651099,2021-09-02,2021,09,1
190,spotify:track:5jW3rF4URMdK7tO2xjS5EI,Paulo Londra,Tal Vez,WEA Latina,2,195,126,650547,2021-09-02,2021,09,1
191,spotify:track:5Wvw29RKTFSK0IuCd2qs4m,Santa Fe Klan,Así Soy,Rap Trap Records / Alzada Corp,170,185,3,649064,2021-09-02,2021,09,1
192,spotify:track:5u6lAvdS8mmHHTHQlC3TtN,Justin Morales,Desde Morro,Rancho Humilde,100,189,32,643616,2021-09-02,2021,09,1
193,spotify:track:2JJSGhPpATm8lXeYjD95fw,Bobby Pulido,Desvelado,Capitol Latin,131,-1,36,643217,2021-09-02,2021,09,1
194,spotify:track:5J7teKIJGtqVypgYI6sqXj,"Bad Bunny, Mora",Una Vez,Rimas Entertainment LLC,30,197,63,643041,2021-09-02,2021,09,1
195,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,The Police,Every Breath You Take,Polydor Records,119,198,138,642869,2021-09-02,2021,09,1
196,spotify:track:2N8m6CYs74qQO4mjVcXO30,Tones And I,Dance Monkey,Elektra (NEK),2,194,103,638567,2021-09-02,2021,09,1
197,spotify:track:4VepTqzlmZvNAAjUhdBhOP,El Mimoso Luis Antonio López,En Esta Vida No Se Pudo,Music VIP Entertainment Inc,168,168,4,634470,2021-09-02,2021,09,1
198,spotify:track:0zCOT028cU3DeCqN1G18wE,Inspector,Amargo Adiós,Universal Music Mexico,110,196,110,628834,2021-09-02,2021,09,1
199,spotify:track:0MMyJUC3WNnFS1lit5pTjk,Olivia Rodrigo,"jealousy, jealousy",Olivia Rodrigo PS,145,188,11,628722,2021-09-02,2021,09,1
200,spotify:track:3V1jBnDI3zCn25ONFiqwN8,T3R Elemento,Ojitos de Miel,DEL Records,152,191,14,626521,2021-09-02,2021,09,1
1,spotify:track:2MnLkFqY9Rpg9s3Zv6ZJdK,"Gera MX, Christian Nodal",Botella Tras Botella,Virgin Music México,1,-1,1,16850065,2021-04-29,2021,04,5
2,spotify:track:7Bk0uXKk1uPT0XuQbpFzvs,"Los Legendarios, Wisin, Jhay Cortez",Fiel,La Base Music Group/ WK Records,1,1,11,5523174,2021-04-29,2021,04,5
3,spotify:track:2dNhNlpZAtV4lwAFW45LIv,"Nio Garcia, Flow La Movie",AM,"Flow La Movie, Inc.",3,6,5,4103187,2021-04-29,2021,04,5
4,spotify:track:4MzXwWMhyBbmu6hOcLVD49,"Bad Bunny, Jhay Cortez",DÁKITI,Rimas Entertainment LLC,1,3,26,3939881,2021-04-29,2021,04,5
5,spotify:track:6tDDoYIxWvMLTdKpjFkc1B,Kali Uchis,telepatía,EMI / Interscope,1,2,11,3765379,2021-04-29,2021,04,5
6,spotify:track:1xK1Gg9SxG8fy2Ya373oqb,"Myke Towers, Juhn",Bandido,White World Music,3,4,19,3282790,2021-04-29,2021,04,5
7,spotify:track:2XIc1pqjXV3Cr2BQUGNBck,"Bad Bunny, ROSALÍA",LA NOCHE DE ANOCHE,Rimas Entertainment LLC,3,5,22,2778729,2021-04-29,2021,04,5
8,spotify:track:4iJyoBOLtHqaGxP12qzhQI,"Justin Bieber, Daniel Caesar, Giveon",Peaches (feat. Daniel Caesar & Giveon),RBMG/Def Jam,7,7,6,2672458,2021-04-29,2021,04,5
9,spotify:track:2p2Q23iaaPSEa1tI6TsCVX,Sech,911,Rich Music,8,8,11,2643141,2021-04-29,2021,04,5
10,spotify:track:1WvrDdouh6C51In1SdATbq,KAROL G,BICHOTA,UMLE - Latino,2,9,27,2594788,2021-04-29,2021,04,5
11,spotify:track:6vPAmoERUMRoTZaCCSWQ12,Luis Miguel,Hasta Que Me Olvides,WEA Latina,11,26,72,2585933,2021-04-29,2021,04,5
12,spotify:track:16ONd70tvWAaLIc6hcLzaG,Christian Nodal,Aquí Abajo,Universal Music Mexico,6,22,42,2579796,2021-04-29,2021,04,5
13,spotify:track:2rCbl9naJYhaxjLsfx88uM,"Sebastian Yatra, Myke Towers",Pareja Del Año,UMLE - Latino,13,86,2,2506727,2021-04-29,2021,04,5
14,spotify:track:1yoMvmasuxZfqHEipJhRbp,Maluma,Hawái,Sony Music Latin,1,11,39,2408736,2021-04-29,2021,04,5
